iShares Russell 1000 Value ETF
Fund Holdings as of,"Oct 31, 2023"
Inception Date,"May 22, 2000"
Shares Outstanding,"318,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","17,470,880.88","0.04","17,470,880.88","609,166.00","28.68","United States","NASDAQ","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","17,456,902.56","0.04","17,456,902.56","914,932.00","19.08","United States","NASDAQ","USD","1.00","USD","-"
"BERY","BERRY GLOBAL GROUP INC","Materials","Equity","17,154,280.00","0.04","17,154,280.00","311,896.00","55.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","17,150,023.81","0.04","17,150,023.81","451,673.00","37.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","17,138,341.93","0.04","17,138,341.93","233,143.00","73.51","United States","NASDAQ","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","17,118,587.01","0.04","17,118,587.01","471,197.00","36.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","17,112,950.69","0.04","17,112,950.69","256,297.00","66.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","17,021,591.63","0.04","17,021,591.63","112,793.00","150.91","United States","NASDAQ","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC","Consumer Discretionary","Equity","17,020,096.70","0.04","17,020,096.70","70,270.00","242.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","16,935,803.09","0.04","16,935,803.09","420,139.00","40.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","16,874,160.49","0.04","16,874,160.49","148,789.00","113.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","16,854,276.13","0.04","16,854,276.13","739,547.00","22.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","16,817,637.89","0.04","16,817,637.89","695,231.00","24.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","16,775,139.04","0.04","16,775,139.04","45,914.00","365.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","16,723,205.24","0.04","16,723,205.24","280,732.00","59.57","United States","NASDAQ","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","16,683,990.35","0.04","16,683,990.35","548,635.00","30.41","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","16,523,070.37","0.04","16,523,070.37","97,441.00","169.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","16,483,850.55","0.04","16,483,850.55","79,767.00","206.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","16,397,109.96","0.04","16,397,109.96","453,084.00","36.19","United States","NASDAQ","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","16,369,481.29","0.04","16,369,481.29","607,853.00","26.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","16,297,218.00","0.03","16,297,218.00","386,190.00","42.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","16,283,845.76","0.03","16,283,845.76","1,496,677.00","10.88","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","16,186,200.03","0.03","16,186,200.03","778,557.00","20.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","16,177,366.08","0.03","16,177,366.08","73,587.00","219.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","16,114,486.51","0.03","16,114,486.51","447,749.00","35.99","United States","NASDAQ","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","16,057,481.97","0.03","16,057,481.97","466,923.00","34.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","16,043,074.46","0.03","16,043,074.46","171,437.00","93.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","15,916,228.00","0.03","15,916,228.00","494,600.00","32.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","15,830,980.00","0.03","15,830,980.00","791,549.00","20.00","United States","NASDAQ","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","15,790,318.84","0.03","15,790,318.84","1,727,606.00","9.14","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","15,782,537.16","0.03","15,782,537.16","572,661.00","27.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","15,761,023.20","0.03","15,761,023.20","123,210.00","127.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKX","SKECHERS USA INC CLASS A","Consumer Discretionary","Equity","15,624,774.82","0.03","15,624,774.82","324,031.00","48.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","15,590,281.62","0.03","15,590,281.62","138,126.00","112.87","United States","NASDAQ","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","15,543,263.75","0.03","15,543,263.75","1,445,885.00","10.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","15,518,125.04","0.03","15,518,125.04","467,132.00","33.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","15,514,096.60","0.03","15,514,096.60","1,891,963.00","8.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","15,458,446.05","0.03","15,458,446.05","144,539.00","106.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","15,448,934.80","0.03","15,448,934.80","226,790.00","68.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","15,358,676.72","0.03","15,358,676.72","304,072.00","50.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","15,316,911.75","0.03","15,316,911.75","339,245.00","45.15","United States","NASDAQ","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","15,281,692.84","0.03","15,281,692.84","139,891.00","109.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","15,243,778.00","0.03","15,243,778.00","124,135.00","122.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","15,238,494.00","0.03","15,238,494.00","267,342.00","57.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","15,206,448.06","0.03","15,206,448.06","297,117.00","51.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","15,118,193.16","0.03","15,118,193.16","548,954.00","27.54","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT MOBILE MINI HOLDINGS CORP","Industrials","Equity","15,074,797.92","0.03","15,074,797.92","382,512.00","39.41","United States","NASDAQ","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","15,021,003.42","0.03","15,021,003.42","70,767.00","212.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","15,012,945.36","0.03","15,012,945.36","54,537.00","275.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","14,986,998.72","0.03","14,986,998.72","239,562.00","62.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","14,899,800.01","0.03","14,899,800.01","169,837.00","87.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","14,846,826.36","0.03","14,846,826.36","143,628.00","103.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","14,809,922.40","0.03","14,809,922.40","278,382.00","53.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","14,794,056.96","0.03","14,794,056.96","405,984.00","36.44","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","14,733,385.00","0.03","14,733,385.00","114,925.00","128.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","14,733,979.20","0.03","14,733,979.20","203,508.00","72.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","14,660,420.76","0.03","14,660,420.76","197,367.00","74.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","14,526,939.04","0.03","14,526,939.04","138,934.00","104.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","14,527,477.50","0.03","14,527,477.50","400,758.00","36.25","United States","NASDAQ","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","14,509,872.90","0.03","14,509,872.90","343,023.00","42.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","14,355,714.24","0.03","14,355,714.24","336,042.00","42.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","14,326,844.00","0.03","14,326,844.00","276,580.00","51.80","United States","NASDAQ","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","14,220,490.26","0.03","14,220,490.26","265,011.00","53.66","United States","NASDAQ","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","14,169,261.75","0.03","14,169,261.75","987,405.00","14.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","14,070,849.90","0.03","14,070,849.90","262,027.00","53.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","14,019,739.20","0.03","14,019,739.20","154,080.00","90.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPX","TEMPUR SEALY INTERNATIONAL INC","Consumer Discretionary","Equity","13,821,609.78","0.03","13,821,609.78","346,146.00","39.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","13,672,597.89","0.03","13,672,597.89","253,337.00","53.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","13,632,443.06","0.03","13,632,443.06","62,918.00","216.67","United States","NASDAQ","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","13,629,461.75","0.03","13,629,461.75","767,857.00","17.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","13,594,226.40","0.03","13,594,226.40","219,545.00","61.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","13,509,353.80","0.03","13,509,353.80","342,877.00","39.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","13,487,702.07","0.03","13,487,702.07","514,209.00","26.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","13,396,065.93","0.03","13,396,065.93","909,441.00","14.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","13,370,722.86","0.03","13,370,722.86","239,019.00","55.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","13,345,090.08","0.03","13,345,090.08","245,224.00","54.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","13,273,139.74","0.03","13,273,139.74","157,882.00","84.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","13,253,927.52","0.03","13,253,927.52","257,658.00","51.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AYI","ACUITY BRANDS INC","Industrials","Equity","13,255,948.74","0.03","13,255,948.74","81,842.00","161.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRC","SPIRIT REALTY CAPITAL REIT INC","Real Estate","Equity","13,219,378.93","0.03","13,219,378.93","367,307.00","35.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","13,207,767.87","0.03","13,207,767.87","254,927.00","51.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","13,064,797.50","0.03","13,064,797.50","297,875.00","43.86","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","13,040,893.45","0.03","13,040,893.45","224,263.00","58.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZPN","ASPEN TECHNOLOGY INC","Information Technology","Equity","12,933,267.75","0.03","12,933,267.75","72,761.00","177.75","United States","NASDAQ","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","12,807,605.90","0.03","12,807,605.90","170,882.00","74.95","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","12,630,837.84","0.03","12,630,837.84","24,907.00","507.12","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","12,634,000.69","0.03","12,634,000.69","316,721.00","39.89","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","12,609,875.60","0.03","12,609,875.60","79,870.00","157.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","12,530,332.80","0.03","12,530,332.80","341,240.00","36.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","12,509,616.36","0.03","12,509,616.36","392,397.00","31.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","12,503,330.07","0.03","12,503,330.07","132,017.00","94.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","12,490,579.86","0.03","12,490,579.86","154,319.00","80.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","12,470,626.24","0.03","12,470,626.24","740,536.00","16.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","12,397,105.62","0.03","12,397,105.62","227,303.00","54.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","12,373,859.89","0.03","12,373,859.89","954,037.00","12.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","12,335,927.24","0.03","12,335,927.24","120,421.00","102.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","12,267,963.40","0.03","12,267,963.40","122,045.00","100.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","12,242,592.63","0.03","12,242,592.63","992,911.00","12.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","12,243,502.72","0.03","12,243,502.72","211,972.00","57.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","12,235,406.16","0.03","12,235,406.16","196,206.00","62.36","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","12,225,037.32","0.03","12,225,037.32","125,604.00","97.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","12,103,615.68","0.03","12,103,615.68","92,976.00","130.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","12,099,049.85","0.03","12,099,049.85","162,731.00","74.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","11,948,238.24","0.03","11,948,238.24","183,706.00","65.04","United States","NASDAQ","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","11,877,801.32","0.03","11,877,801.32","159,028.00","74.69","United States","NASDAQ","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","11,881,593.04","0.03","11,881,593.04","171,032.00","69.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","11,864,986.92","0.03","11,864,986.92","462,753.00","25.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","11,848,882.00","0.03","11,848,882.00","1,062,680.00","11.15","United States","NASDAQ","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","11,818,871.50","0.03","11,818,871.50","231,970.00","50.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","11,793,133.56","0.03","11,793,133.56","351,614.00","33.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","11,745,555.66","0.03","11,745,555.66","1,258,902.00","9.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","11,732,851.62","0.03","11,732,851.62","133,434.00","87.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","11,698,011.50","0.03","11,698,011.50","379,190.00","30.85","United States","NASDAQ","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","11,636,100.54","0.02","11,636,100.54","158,898.00","73.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","11,620,535.20","0.02","11,620,535.20","203,512.00","57.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","11,617,147.08","0.02","11,617,147.08","103,236.00","112.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","11,618,987.40","0.02","11,618,987.40","155,542.00","74.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","11,576,390.40","0.02","11,576,390.40","281,664.00","41.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","11,518,498.60","0.02","11,518,498.60","118,090.00","97.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","11,495,476.81","0.02","11,495,476.81","453,113.00","25.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","11,492,257.28","0.02","11,492,257.28","641,309.00","17.92","United States","NASDAQ","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","11,443,441.68","0.02","11,443,441.68","93,218.00","122.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","11,402,321.40","0.02","11,402,321.40","1,545,030.00","7.38","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","11,378,338.00","0.02","11,378,338.00","120,088.00","94.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","11,356,938.40","0.02","11,356,938.40","835,069.00","13.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INSTRUMENTS INC","Information Technology","Equity","11,331,274.50","0.02","11,331,274.50","172,575.00","65.66","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","11,323,374.40","0.02","11,323,374.40","544,393.00","20.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","11,317,149.80","0.02","11,317,149.80","1,284,580.00","8.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","11,257,643.52","0.02","11,257,643.52","162,871.00","69.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","11,226,908.00","0.02","11,226,908.00","36,451.00","308.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","11,216,480.76","0.02","11,216,480.76","139,717.00","80.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIRC","APARTMENT INCOME REIT CORP","Real Estate","Equity","11,218,275.76","0.02","11,218,275.76","384,056.00","29.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","11,183,493.12","0.02","11,183,493.12","121,984.00","91.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","11,069,129.80","0.02","11,069,129.80","137,710.00","80.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","11,052,487.20","0.02","11,052,487.20","39,720.00","278.26","United States","NASDAQ","USD","1.00","USD","-"
"PII","POLARIS INDUSTRIES INC","Consumer Discretionary","Equity","11,047,500.70","0.02","11,047,500.70","127,835.00","86.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","11,028,774.47","0.02","11,028,774.47","546,791.00","20.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","11,005,459.85","0.02","11,005,459.85","237,545.00","46.33","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","10,937,950.90","0.02","10,937,950.90","18,595.00","588.22","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","10,940,336.40","0.02","10,940,336.40","82,110.00","133.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","10,910,727.27","0.02","10,910,727.27","93,087.00","117.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","10,902,808.08","0.02","10,902,808.08","322,187.00","33.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","10,877,561.28","0.02","10,877,561.28","80,838.00","134.56","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","10,843,876.70","0.02","10,843,876.70","78,710.00","137.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","10,834,494.70","0.02","10,834,494.70","89,645.00","120.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","10,803,241.30","0.02","10,803,241.30","214,265.00","50.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","10,806,468.03","0.02","10,806,468.03","492,771.00","21.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","10,698,040.92","0.02","10,698,040.92","543,876.00","19.67","United States","NASDAQ","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","10,680,650.10","0.02","10,680,650.10","185,235.00","57.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","10,631,790.69","0.02","10,631,790.69","583,203.00","18.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","10,586,949.75","0.02","10,586,949.75","191,619.00","55.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","10,535,753.90","0.02","10,535,753.90","293,230.00","35.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","10,312,834.98","0.02","10,312,834.98","326,046.00","31.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","10,200,202.62","0.02","10,200,202.62","437,214.00","23.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","10,184,802.72","0.02","10,184,802.72","205,256.00","49.62","United States","NASDAQ","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","10,148,899.88","0.02","10,148,899.88","222,028.00","45.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","10,091,323.00","0.02","10,091,323.00","677,270.00","14.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
